image,label,label_id
data\raw\food-101\images\escargots\1318814.jpg,escargots,34
data\raw\food-101\images\spaghetti_carbonara\1539066.jpg,spaghetti_carbonara,90
data\raw\food-101\images\hummus\1614147.jpg,hummus,56
data\raw\food-101\images\beef_tartare\6149.jpg,beef_tartare,4
data\raw\food-101\images\pulled_pork_sandwich\947027.jpg,pulled_pork_sandwich,79
data\raw\food-101\images\grilled_cheese_sandwich\1159751.jpg,grilled_cheese_sandwich,48
data\raw\food-101\images\red_velvet_cake\1995132.jpg,red_velvet_cake,82
data\raw\food-101\images\pho\37660.jpg,pho,74
data\raw\food-101\images\bread_pudding\2861017.jpg,bread_pudding,8
data\raw\food-101\images\deviled_eggs\591273.jpg,deviled_eggs,29
data\raw\food-101\images\dumplings\2118024.jpg,dumplings,31
data\raw\food-101\images\bibimbap\2695379.jpg,bibimbap,7
data\raw\food-101\images\lobster_bisque\1672334.jpg,lobster_bisque,59
data\raw\food-101\images\seaweed_salad\1098367.jpg,seaweed_salad,87
data\raw\food-101\images\donuts\1381911.jpg,donuts,30
data\raw\food-101\images\hot_and_sour_soup\1200276.jpg,hot_and_sour_soup,53
data\raw\food-101\images\risotto\3849908.jpg,risotto,83
data\raw\food-101\images\baby_back_ribs\693981.jpg,baby_back_ribs,1
data\raw\food-101\images\hamburger\2466948.jpg,hamburger,52
data\raw\food-101\images\red_velvet_cake\2928716.jpg,red_velvet_cake,82
data\raw\food-101\images\frozen_yogurt\1842031.jpg,frozen_yogurt,44
data\raw\food-101\images\spring_rolls\3112775.jpg,spring_rolls,91
data\raw\food-101\images\pho\508763.jpg,pho,74
data\raw\food-101\images\red_velvet_cake\461578.jpg,red_velvet_cake,82
data\raw\food-101\images\pho\3812529.jpg,pho,74
data\raw\food-101\images\pizza\2014717.jpg,pizza,75
data\raw\food-101\images\tiramisu\3290112.jpg,tiramisu,97
data\raw\food-101\images\scallops\377152.jpg,scallops,86
data\raw\food-101\images\poutine\1634035.jpg,poutine,77
data\raw\food-101\images\miso_soup\1158129.jpg,miso_soup,63
data\raw\food-101\images\lobster_roll_sandwich\1199362.jpg,lobster_roll_sandwich,60
data\raw\food-101\images\frozen_yogurt\140445.jpg,frozen_yogurt,44
data\raw\food-101\images\pizza\2582289.jpg,pizza,75
data\raw\food-101\images\chicken_wings\1611351.jpg,chicken_wings,19
data\raw\food-101\images\gnocchi\1503179.jpg,gnocchi,46
data\raw\food-101\images\waffles\3507514.jpg,waffles,99
data\raw\food-101\images\panna_cotta\2287115.jpg,panna_cotta,72
data\raw\food-101\images\eggs_benedict\1807332.jpg,eggs_benedict,33
data\raw\food-101\images\french_toast\1355440.jpg,french_toast,41
data\raw\food-101\images\creme_brulee\1075899.jpg,creme_brulee,26
data\raw\food-101\images\macarons\1402754.jpg,macarons,62
data\raw\food-101\images\club_sandwich\781605.jpg,club_sandwich,24
data\raw\food-101\images\chicken_curry\233720.jpg,chicken_curry,17
data\raw\food-101\images\pizza\3514408.jpg,pizza,75
data\raw\food-101\images\pulled_pork_sandwich\2242828.jpg,pulled_pork_sandwich,79
data\raw\food-101\images\lasagna\3871584.jpg,lasagna,58
data\raw\food-101\images\pork_chop\317142.jpg,pork_chop,76
data\raw\food-101\images\falafel\889967.jpg,falafel,35
data\raw\food-101\images\macarons\2548832.jpg,macarons,62
data\raw\food-101\images\churros\2157712.jpg,churros,22
data\raw\food-101\images\pho\3201523.jpg,pho,74
data\raw\food-101\images\macaroni_and_cheese\1298731.jpg,macaroni_and_cheese,61
data\raw\food-101\images\deviled_eggs\1320223.jpg,deviled_eggs,29
data\raw\food-101\images\scallops\2644752.jpg,scallops,86
data\raw\food-101\images\oysters\180634.jpg,oysters,68
data\raw\food-101\images\chicken_wings\3067720.jpg,chicken_wings,19
data\raw\food-101\images\deviled_eggs\885350.jpg,deviled_eggs,29
data\raw\food-101\images\beignets\3157161.jpg,beignets,6
data\raw\food-101\images\french_onion_soup\3832135.jpg,french_onion_soup,40
data\raw\food-101\images\fish_and_chips\773072.jpg,fish_and_chips,37
data\raw\food-101\images\cup_cakes\1956343.jpg,cup_cakes,28
data\raw\food-101\images\red_velvet_cake\3635112.jpg,red_velvet_cake,82
data\raw\food-101\images\chocolate_cake\3264780.jpg,chocolate_cake,20
data\raw\food-101\images\lobster_roll_sandwich\58550.jpg,lobster_roll_sandwich,60
data\raw\food-101\images\eggs_benedict\208408.jpg,eggs_benedict,33
data\raw\food-101\images\macaroni_and_cheese\3214209.jpg,macaroni_and_cheese,61
data\raw\food-101\images\onion_rings\1815557.jpg,onion_rings,67
data\raw\food-101\images\waffles\3106010.jpg,waffles,99
data\raw\food-101\images\huevos_rancheros\2708552.jpg,huevos_rancheros,55
data\raw\food-101\images\sushi\2628025.jpg,sushi,94
data\raw\food-101\images\edamame\3063528.jpg,edamame,32
data\raw\food-101\images\poutine\631727.jpg,poutine,77
data\raw\food-101\images\hot_and_sour_soup\1210863.jpg,hot_and_sour_soup,53
data\raw\food-101\images\chicken_wings\1919323.jpg,chicken_wings,19
data\raw\food-101\images\hot_and_sour_soup\1850726.jpg,hot_and_sour_soup,53
data\raw\food-101\images\risotto\247092.jpg,risotto,83
data\raw\food-101\images\fish_and_chips\1035379.jpg,fish_and_chips,37
data\raw\food-101\images\lobster_roll_sandwich\191074.jpg,lobster_roll_sandwich,60
data\raw\food-101\images\samosa\2314270.jpg,samosa,84
data\raw\food-101\images\shrimp_and_grits\2208507.jpg,shrimp_and_grits,88
data\raw\food-101\images\beef_tartare\1302366.jpg,beef_tartare,4
data\raw\food-101\images\ice_cream\1482943.jpg,ice_cream,57
data\raw\food-101\images\garlic_bread\2619259.jpg,garlic_bread,45
data\raw\food-101\images\garlic_bread\2074664.jpg,garlic_bread,45
data\raw\food-101\images\ramen\78023.jpg,ramen,80
data\raw\food-101\images\beet_salad\2837212.jpg,beet_salad,5
data\raw\food-101\images\tacos\2252218.jpg,tacos,95
data\raw\food-101\images\mussels\2261658.jpg,mussels,64
data\raw\food-101\images\spaghetti_bolognese\2300562.jpg,spaghetti_bolognese,89
data\raw\food-101\images\chocolate_cake\1417240.jpg,chocolate_cake,20
data\raw\food-101\images\bread_pudding\467448.jpg,bread_pudding,8
data\raw\food-101\images\hamburger\585430.jpg,hamburger,52
data\raw\food-101\images\edamame\248450.jpg,edamame,32
data\raw\food-101\images\prime_rib\549813.jpg,prime_rib,78
data\raw\food-101\images\ceviche\3523081.jpg,ceviche,14
data\raw\food-101\images\risotto\172623.jpg,risotto,83
data\raw\food-101\images\panna_cotta\3648793.jpg,panna_cotta,72
data\raw\food-101\images\guacamole\2748142.jpg,guacamole,50
data\raw\food-101\images\carrot_cake\1731395.jpg,carrot_cake,13
data\raw\food-101\images\club_sandwich\2163393.jpg,club_sandwich,24
data\raw\food-101\images\pad_thai\2463475.jpg,pad_thai,69
data\raw\food-101\images\bruschetta\3387698.jpg,bruschetta,10
data\raw\food-101\images\baby_back_ribs\2753490.jpg,baby_back_ribs,1
data\raw\food-101\images\fish_and_chips\3394026.jpg,fish_and_chips,37
data\raw\food-101\images\beef_tartare\1857948.jpg,beef_tartare,4
data\raw\food-101\images\cup_cakes\3717316.jpg,cup_cakes,28
data\raw\food-101\images\poutine\3369347.jpg,poutine,77
data\raw\food-101\images\scallops\2429434.jpg,scallops,86
data\raw\food-101\images\chocolate_mousse\3025293.jpg,chocolate_mousse,21
data\raw\food-101\images\escargots\861597.jpg,escargots,34
data\raw\food-101\images\sushi\2017378.jpg,sushi,94
data\raw\food-101\images\baby_back_ribs\3256347.jpg,baby_back_ribs,1
data\raw\food-101\images\nachos\3817438.jpg,nachos,65
data\raw\food-101\images\pork_chop\236420.jpg,pork_chop,76
data\raw\food-101\images\waffles\3015633.jpg,waffles,99
data\raw\food-101\images\nachos\3333300.jpg,nachos,65
data\raw\food-101\images\crab_cakes\259649.jpg,crab_cakes,25
data\raw\food-101\images\nachos\1562701.jpg,nachos,65
data\raw\food-101\images\french_fries\602637.jpg,french_fries,39
data\raw\food-101\images\breakfast_burrito\601603.jpg,breakfast_burrito,9
data\raw\food-101\images\carrot_cake\2293127.jpg,carrot_cake,13
data\raw\food-101\images\french_onion_soup\2919679.jpg,french_onion_soup,40
data\raw\food-101\images\omelette\353353.jpg,omelette,66
data\raw\food-101\images\filet_mignon\2845555.jpg,filet_mignon,36
data\raw\food-101\images\fish_and_chips\946237.jpg,fish_and_chips,37
data\raw\food-101\images\pad_thai\2447072.jpg,pad_thai,69
data\raw\food-101\images\hot_and_sour_soup\2718315.jpg,hot_and_sour_soup,53
data\raw\food-101\images\seaweed_salad\3699171.jpg,seaweed_salad,87
data\raw\food-101\images\cup_cakes\574347.jpg,cup_cakes,28
data\raw\food-101\images\oysters\2337366.jpg,oysters,68
data\raw\food-101\images\chicken_curry\2899927.jpg,chicken_curry,17
data\raw\food-101\images\lasagna\2720033.jpg,lasagna,58
data\raw\food-101\images\cheesecake\3795552.jpg,cheesecake,16
data\raw\food-101\images\clam_chowder\1558218.jpg,clam_chowder,23
data\raw\food-101\images\ice_cream\2318945.jpg,ice_cream,57
data\raw\food-101\images\ceviche\2856387.jpg,ceviche,14
data\raw\food-101\images\onion_rings\1135532.jpg,onion_rings,67
data\raw\food-101\images\cheesecake\295478.jpg,cheesecake,16
data\raw\food-101\images\chicken_wings\2522049.jpg,chicken_wings,19
data\raw\food-101\images\french_fries\2031719.jpg,french_fries,39
data\raw\food-101\images\panna_cotta\2685410.jpg,panna_cotta,72
data\raw\food-101\images\greek_salad\743122.jpg,greek_salad,47
data\raw\food-101\images\apple_pie\2439188.jpg,apple_pie,0
data\raw\food-101\images\beignets\1822080.jpg,beignets,6
data\raw\food-101\images\ceviche\1393209.jpg,ceviche,14
data\raw\food-101\images\garlic_bread\2555013.jpg,garlic_bread,45
data\raw\food-101\images\spring_rolls\3316160.jpg,spring_rolls,91
data\raw\food-101\images\crab_cakes\944840.jpg,crab_cakes,25
data\raw\food-101\images\sushi\3864743.jpg,sushi,94
data\raw\food-101\images\eggs_benedict\3156745.jpg,eggs_benedict,33
data\raw\food-101\images\macarons\1047971.jpg,macarons,62
data\raw\food-101\images\lobster_roll_sandwich\3049703.jpg,lobster_roll_sandwich,60
data\raw\food-101\images\churros\1885199.jpg,churros,22
data\raw\food-101\images\macaroni_and_cheese\1299880.jpg,macaroni_and_cheese,61
data\raw\food-101\images\red_velvet_cake\575549.jpg,red_velvet_cake,82
data\raw\food-101\images\lasagna\2094622.jpg,lasagna,58
data\raw\food-101\images\beef_tartare\3589879.jpg,beef_tartare,4
data\raw\food-101\images\fish_and_chips\1915822.jpg,fish_and_chips,37
data\raw\food-101\images\waffles\908565.jpg,waffles,99
data\raw\food-101\images\breakfast_burrito\1048412.jpg,breakfast_burrito,9
data\raw\food-101\images\shrimp_and_grits\3399582.jpg,shrimp_and_grits,88
data\raw\food-101\images\guacamole\792293.jpg,guacamole,50
data\raw\food-101\images\french_fries\2998185.jpg,french_fries,39
data\raw\food-101\images\lobster_bisque\29636.jpg,lobster_bisque,59
data\raw\food-101\images\cheesecake\3267422.jpg,cheesecake,16
data\raw\food-101\images\dumplings\2826310.jpg,dumplings,31
data\raw\food-101\images\samosa\942933.jpg,samosa,84
data\raw\food-101\images\lobster_roll_sandwich\881799.jpg,lobster_roll_sandwich,60
data\raw\food-101\images\ravioli\3729583.jpg,ravioli,81
data\raw\food-101\images\french_toast\822924.jpg,french_toast,41
data\raw\food-101\images\seaweed_salad\1933939.jpg,seaweed_salad,87
data\raw\food-101\images\fried_rice\1097624.jpg,fried_rice,43
data\raw\food-101\images\escargots\3882921.jpg,escargots,34
data\raw\food-101\images\samosa\966846.jpg,samosa,84
data\raw\food-101\images\tuna_tartare\2603822.jpg,tuna_tartare,98
data\raw\food-101\images\french_fries\3152740.jpg,french_fries,39
data\raw\food-101\images\frozen_yogurt\2652531.jpg,frozen_yogurt,44
data\raw\food-101\images\spring_rolls\192132.jpg,spring_rolls,91
data\raw\food-101\images\miso_soup\844314.jpg,miso_soup,63
data\raw\food-101\images\prime_rib\3262273.jpg,prime_rib,78
data\raw\food-101\images\beef_carpaccio\1099932.jpg,beef_carpaccio,3
data\raw\food-101\images\carrot_cake\3134291.jpg,carrot_cake,13
data\raw\food-101\images\pho\1051805.jpg,pho,74
data\raw\food-101\images\samosa\3329704.jpg,samosa,84
data\raw\food-101\images\spring_rolls\543579.jpg,spring_rolls,91
data\raw\food-101\images\tuna_tartare\1938247.jpg,tuna_tartare,98
data\raw\food-101\images\scallops\320145.jpg,scallops,86
data\raw\food-101\images\chicken_wings\1786755.jpg,chicken_wings,19
data\raw\food-101\images\risotto\628491.jpg,risotto,83
data\raw\food-101\images\lobster_roll_sandwich\602457.jpg,lobster_roll_sandwich,60
data\raw\food-101\images\ceviche\1143321.jpg,ceviche,14
data\raw\food-101\images\prime_rib\2590382.jpg,prime_rib,78
data\raw\food-101\images\bruschetta\2511782.jpg,bruschetta,10
data\raw\food-101\images\panna_cotta\518983.jpg,panna_cotta,72
data\raw\food-101\images\cheesecake\38622.jpg,cheesecake,16
data\raw\food-101\images\prime_rib\1866825.jpg,prime_rib,78
data\raw\food-101\images\beignets\2482442.jpg,beignets,6
data\raw\food-101\images\oysters\580399.jpg,oysters,68
data\raw\food-101\images\steak\2818805.jpg,steak,92
data\raw\food-101\images\escargots\684137.jpg,escargots,34
data\raw\food-101\images\bread_pudding\947014.jpg,bread_pudding,8
data\raw\food-101\images\risotto\375563.jpg,risotto,83
data\raw\food-101\images\cheese_plate\3769868.jpg,cheese_plate,15
data\raw\food-101\images\deviled_eggs\1975823.jpg,deviled_eggs,29
data\raw\food-101\images\clam_chowder\2535276.jpg,clam_chowder,23
data\raw\food-101\images\pulled_pork_sandwich\575154.jpg,pulled_pork_sandwich,79
data\raw\food-101\images\red_velvet_cake\2713548.jpg,red_velvet_cake,82
data\raw\food-101\images\paella\3910010.jpg,paella,70
data\raw\food-101\images\chicken_wings\3825432.jpg,chicken_wings,19
data\raw\food-101\images\ice_cream\2427335.jpg,ice_cream,57
data\raw\food-101\images\hamburger\3873144.jpg,hamburger,52
data\raw\food-101\images\sashimi\128744.jpg,sashimi,85
data\raw\food-101\images\falafel\3253541.jpg,falafel,35
data\raw\food-101\images\lasagna\1806438.jpg,lasagna,58
data\raw\food-101\images\bruschetta\1172580.jpg,bruschetta,10
data\raw\food-101\images\ravioli\1384336.jpg,ravioli,81
data\raw\food-101\images\nachos\1274794.jpg,nachos,65
data\raw\food-101\images\frozen_yogurt\2025303.jpg,frozen_yogurt,44
data\raw\food-101\images\nachos\293734.jpg,nachos,65
data\raw\food-101\images\baklava\2015716.jpg,baklava,2
data\raw\food-101\images\chocolate_mousse\1484047.jpg,chocolate_mousse,21
data\raw\food-101\images\greek_salad\455263.jpg,greek_salad,47
data\raw\food-101\images\risotto\2578292.jpg,risotto,83
data\raw\food-101\images\red_velvet_cake\380457.jpg,red_velvet_cake,82
data\raw\food-101\images\seaweed_salad\1402866.jpg,seaweed_salad,87
data\raw\food-101\images\pulled_pork_sandwich\2477601.jpg,pulled_pork_sandwich,79
data\raw\food-101\images\seaweed_salad\3632965.jpg,seaweed_salad,87
data\raw\food-101\images\ramen\27878.jpg,ramen,80
data\raw\food-101\images\club_sandwich\1322050.jpg,club_sandwich,24
data\raw\food-101\images\bread_pudding\327256.jpg,bread_pudding,8
data\raw\food-101\images\lobster_roll_sandwich\2477287.jpg,lobster_roll_sandwich,60
data\raw\food-101\images\donuts\2518126.jpg,donuts,30
data\raw\food-101\images\ramen\2413206.jpg,ramen,80
data\raw\food-101\images\gnocchi\3329169.jpg,gnocchi,46
data\raw\food-101\images\greek_salad\3259319.jpg,greek_salad,47
data\raw\food-101\images\creme_brulee\1123870.jpg,creme_brulee,26
data\raw\food-101\images\chocolate_cake\3300841.jpg,chocolate_cake,20
data\raw\food-101\images\dumplings\1021310.jpg,dumplings,31
data\raw\food-101\images\lobster_roll_sandwich\2100535.jpg,lobster_roll_sandwich,60
data\raw\food-101\images\chicken_wings\348416.jpg,chicken_wings,19
data\raw\food-101\images\nachos\1772811.jpg,nachos,65
data\raw\food-101\images\sushi\2757681.jpg,sushi,94
data\raw\food-101\images\guacamole\1448499.jpg,guacamole,50
data\raw\food-101\images\pho\2001863.jpg,pho,74
data\raw\food-101\images\pho\536765.jpg,pho,74
data\raw\food-101\images\gyoza\1036466.jpg,gyoza,51
data\raw\food-101\images\hot_dog\489624.jpg,hot_dog,54
data\raw\food-101\images\macarons\1288619.jpg,macarons,62
data\raw\food-101\images\chocolate_cake\2282769.jpg,chocolate_cake,20
data\raw\food-101\images\apple_pie\3427584.jpg,apple_pie,0
data\raw\food-101\images\onion_rings\1330698.jpg,onion_rings,67
data\raw\food-101\images\onion_rings\3378689.jpg,onion_rings,67
data\raw\food-101\images\chicken_quesadilla\3121832.jpg,chicken_quesadilla,18
data\raw\food-101\images\paella\791644.jpg,paella,70
data\raw\food-101\images\pad_thai\3461614.jpg,pad_thai,69
data\raw\food-101\images\onion_rings\330146.jpg,onion_rings,67
data\raw\food-101\images\red_velvet_cake\3093897.jpg,red_velvet_cake,82
data\raw\food-101\images\bread_pudding\3540860.jpg,bread_pudding,8
data\raw\food-101\images\tacos\2313458.jpg,tacos,95
data\raw\food-101\images\dumplings\2711321.jpg,dumplings,31
data\raw\food-101\images\risotto\2384818.jpg,risotto,83
data\raw\food-101\images\croque_madame\309585.jpg,croque_madame,27
data\raw\food-101\images\prime_rib\520701.jpg,prime_rib,78
data\raw\food-101\images\cheese_plate\2234207.jpg,cheese_plate,15
data\raw\food-101\images\hummus\2815731.jpg,hummus,56
data\raw\food-101\images\samosa\1024186.jpg,samosa,84
data\raw\food-101\images\fish_and_chips\2969663.jpg,fish_and_chips,37
data\raw\food-101\images\strawberry_shortcake\2291563.jpg,strawberry_shortcake,93
data\raw\food-101\images\cannoli\2034686.jpg,cannoli,11
data\raw\food-101\images\spaghetti_bolognese\1281350.jpg,spaghetti_bolognese,89
data\raw\food-101\images\churros\1206968.jpg,churros,22
data\raw\food-101\images\lasagna\1670143.jpg,lasagna,58
data\raw\food-101\images\frozen_yogurt\262826.jpg,frozen_yogurt,44
data\raw\food-101\images\spaghetti_bolognese\2185402.jpg,spaghetti_bolognese,89
data\raw\food-101\images\guacamole\871818.jpg,guacamole,50
data\raw\food-101\images\french_fries\3310979.jpg,french_fries,39
data\raw\food-101\images\steak\2996324.jpg,steak,92
data\raw\food-101\images\chocolate_cake\726626.jpg,chocolate_cake,20
data\raw\food-101\images\apple_pie\2101662.jpg,apple_pie,0
data\raw\food-101\images\guacamole\2176907.jpg,guacamole,50
data\raw\food-101\images\macarons\1236295.jpg,macarons,62
data\raw\food-101\images\hot_and_sour_soup\561161.jpg,hot_and_sour_soup,53
data\raw\food-101\images\macaroni_and_cheese\639614.jpg,macaroni_and_cheese,61
data\raw\food-101\images\bibimbap\1144455.jpg,bibimbap,7
data\raw\food-101\images\cannoli\3125321.jpg,cannoli,11
data\raw\food-101\images\breakfast_burrito\3040627.jpg,breakfast_burrito,9
data\raw\food-101\images\bread_pudding\2902662.jpg,bread_pudding,8
data\raw\food-101\images\frozen_yogurt\1292230.jpg,frozen_yogurt,44
data\raw\food-101\images\crab_cakes\1486739.jpg,crab_cakes,25
data\raw\food-101\images\guacamole\3038555.jpg,guacamole,50
data\raw\food-101\images\french_fries\87020.jpg,french_fries,39
data\raw\food-101\images\ice_cream\2994649.jpg,ice_cream,57
data\raw\food-101\images\club_sandwich\703445.jpg,club_sandwich,24
data\raw\food-101\images\nachos\803976.jpg,nachos,65
data\raw\food-101\images\lasagna\577553.jpg,lasagna,58
data\raw\food-101\images\baby_back_ribs\381199.jpg,baby_back_ribs,1
data\raw\food-101\images\garlic_bread\2075249.jpg,garlic_bread,45
data\raw\food-101\images\mussels\3524.jpg,mussels,64
data\raw\food-101\images\grilled_salmon\3822425.jpg,grilled_salmon,49
data\raw\food-101\images\hot_and_sour_soup\3613554.jpg,hot_and_sour_soup,53
data\raw\food-101\images\garlic_bread\1300715.jpg,garlic_bread,45
data\raw\food-101\images\hot_and_sour_soup\1827703.jpg,hot_and_sour_soup,53
data\raw\food-101\images\spaghetti_bolognese\1884362.jpg,spaghetti_bolognese,89
data\raw\food-101\images\donuts\1513440.jpg,donuts,30
data\raw\food-101\images\ice_cream\242794.jpg,ice_cream,57
data\raw\food-101\images\sashimi\2955450.jpg,sashimi,85
data\raw\food-101\images\cheese_plate\2219.jpg,cheese_plate,15
data\raw\food-101\images\creme_brulee\2802506.jpg,creme_brulee,26
data\raw\food-101\images\pho\2952717.jpg,pho,74
data\raw\food-101\images\pulled_pork_sandwich\3741375.jpg,pulled_pork_sandwich,79
data\raw\food-101\images\ravioli\673319.jpg,ravioli,81
data\raw\food-101\images\miso_soup\3458757.jpg,miso_soup,63
data\raw\food-101\images\pancakes\664988.jpg,pancakes,71
data\raw\food-101\images\filet_mignon\2443617.jpg,filet_mignon,36
data\raw\food-101\images\lobster_roll_sandwich\371160.jpg,lobster_roll_sandwich,60
data\raw\food-101\images\lobster_roll_sandwich\2127357.jpg,lobster_roll_sandwich,60
data\raw\food-101\images\fried_calamari\104236.jpg,fried_calamari,42
data\raw\food-101\images\bread_pudding\891404.jpg,bread_pudding,8
data\raw\food-101\images\apple_pie\3831869.jpg,apple_pie,0
data\raw\food-101\images\caprese_salad\1965027.jpg,caprese_salad,12
data\raw\food-101\images\samosa\1170314.jpg,samosa,84
data\raw\food-101\images\macaroni_and_cheese\1181223.jpg,macaroni_and_cheese,61
data\raw\food-101\images\macaroni_and_cheese\3108607.jpg,macaroni_and_cheese,61
data\raw\food-101\images\lobster_bisque\2437322.jpg,lobster_bisque,59
data\raw\food-101\images\poutine\1230515.jpg,poutine,77
data\raw\food-101\images\french_fries\2752863.jpg,french_fries,39
data\raw\food-101\images\beef_tartare\1031053.jpg,beef_tartare,4
data\raw\food-101\images\mussels\67478.jpg,mussels,64
data\raw\food-101\images\beet_salad\1464507.jpg,beet_salad,5
data\raw\food-101\images\gnocchi\550361.jpg,gnocchi,46
data\raw\food-101\images\macarons\1653837.jpg,macarons,62
data\raw\food-101\images\pancakes\962692.jpg,pancakes,71
data\raw\food-101\images\hamburger\3019166.jpg,hamburger,52
data\raw\food-101\images\baklava\2523553.jpg,baklava,2
data\raw\food-101\images\samosa\528024.jpg,samosa,84
data\raw\food-101\images\fried_calamari\1650785.jpg,fried_calamari,42
data\raw\food-101\images\mussels\2762410.jpg,mussels,64
data\raw\food-101\images\pulled_pork_sandwich\861477.jpg,pulled_pork_sandwich,79
data\raw\food-101\images\paella\3119219.jpg,paella,70
data\raw\food-101\images\ice_cream\2036809.jpg,ice_cream,57
data\raw\food-101\images\hot_and_sour_soup\1608936.jpg,hot_and_sour_soup,53
data\raw\food-101\images\spaghetti_bolognese\3829648.jpg,spaghetti_bolognese,89
data\raw\food-101\images\creme_brulee\2659602.jpg,creme_brulee,26
data\raw\food-101\images\baklava\2346434.jpg,baklava,2
data\raw\food-101\images\gyoza\902140.jpg,gyoza,51
data\raw\food-101\images\risotto\2674768.jpg,risotto,83
data\raw\food-101\images\poutine\2809526.jpg,poutine,77
data\raw\food-101\images\bruschetta\635706.jpg,bruschetta,10
data\raw\food-101\images\chicken_quesadilla\69330.jpg,chicken_quesadilla,18
data\raw\food-101\images\pho\1621483.jpg,pho,74
data\raw\food-101\images\croque_madame\1945211.jpg,croque_madame,27
data\raw\food-101\images\croque_madame\2601259.jpg,croque_madame,27
data\raw\food-101\images\grilled_cheese_sandwich\3768276.jpg,grilled_cheese_sandwich,48
data\raw\food-101\images\ravioli\3917450.jpg,ravioli,81
data\raw\food-101\images\fish_and_chips\533951.jpg,fish_and_chips,37
data\raw\food-101\images\churros\125886.jpg,churros,22
data\raw\food-101\images\bibimbap\1068137.jpg,bibimbap,7
data\raw\food-101\images\pancakes\1660360.jpg,pancakes,71
data\raw\food-101\images\waffles\613189.jpg,waffles,99
data\raw\food-101\images\red_velvet_cake\3863835.jpg,red_velvet_cake,82
data\raw\food-101\images\caprese_salad\2791136.jpg,caprese_salad,12
data\raw\food-101\images\creme_brulee\2962829.jpg,creme_brulee,26
data\raw\food-101\images\ice_cream\63878.jpg,ice_cream,57
data\raw\food-101\images\cheesecake\3115914.jpg,cheesecake,16
data\raw\food-101\images\clam_chowder\3322877.jpg,clam_chowder,23
data\raw\food-101\images\chicken_wings\1433249.jpg,chicken_wings,19
data\raw\food-101\images\edamame\3091061.jpg,edamame,32
data\raw\food-101\images\grilled_cheese_sandwich\3055681.jpg,grilled_cheese_sandwich,48
data\raw\food-101\images\falafel\3221697.jpg,falafel,35
data\raw\food-101\images\strawberry_shortcake\548807.jpg,strawberry_shortcake,93
data\raw\food-101\images\pancakes\1872906.jpg,pancakes,71
data\raw\food-101\images\edamame\781627.jpg,edamame,32
data\raw\food-101\images\spaghetti_bolognese\3659843.jpg,spaghetti_bolognese,89
data\raw\food-101\images\fried_rice\2168957.jpg,fried_rice,43
data\raw\food-101\images\spaghetti_bolognese\3400141.jpg,spaghetti_bolognese,89
data\raw\food-101\images\eggs_benedict\1905244.jpg,eggs_benedict,33
data\raw\food-101\images\sashimi\1491479.jpg,sashimi,85
data\raw\food-101\images\pulled_pork_sandwich\1772937.jpg,pulled_pork_sandwich,79
data\raw\food-101\images\edamame\3174101.jpg,edamame,32
data\raw\food-101\images\donuts\101905.jpg,donuts,30
data\raw\food-101\images\risotto\708502.jpg,risotto,83
data\raw\food-101\images\carrot_cake\1658878.jpg,carrot_cake,13
data\raw\food-101\images\carrot_cake\489139.jpg,carrot_cake,13
data\raw\food-101\images\spring_rolls\3416699.jpg,spring_rolls,91
data\raw\food-101\images\filet_mignon\191022.jpg,filet_mignon,36
data\raw\food-101\images\french_fries\1060646.jpg,french_fries,39
data\raw\food-101\images\spaghetti_bolognese\497303.jpg,spaghetti_bolognese,89
data\raw\food-101\images\bruschetta\603240.jpg,bruschetta,10
data\raw\food-101\images\lobster_roll_sandwich\2049211.jpg,lobster_roll_sandwich,60
data\raw\food-101\images\peking_duck\1610920.jpg,peking_duck,73
data\raw\food-101\images\fried_calamari\1707189.jpg,fried_calamari,42
data\raw\food-101\images\ramen\2815151.jpg,ramen,80
data\raw\food-101\images\ravioli\2640025.jpg,ravioli,81
data\raw\food-101\images\sushi\3117687.jpg,sushi,94
data\raw\food-101\images\clam_chowder\673650.jpg,clam_chowder,23
data\raw\food-101\images\chicken_curry\1116408.jpg,chicken_curry,17
data\raw\food-101\images\fried_rice\2574523.jpg,fried_rice,43
data\raw\food-101\images\croque_madame\254674.jpg,croque_madame,27
data\raw\food-101\images\hamburger\209001.jpg,hamburger,52
data\raw\food-101\images\french_onion_soup\2413334.jpg,french_onion_soup,40
data\raw\food-101\images\beignets\2591457.jpg,beignets,6
data\raw\food-101\images\hot_and_sour_soup\2041812.jpg,hot_and_sour_soup,53
data\raw\food-101\images\lasagna\2125241.jpg,lasagna,58
data\raw\food-101\images\spaghetti_carbonara\1701935.jpg,spaghetti_carbonara,90
data\raw\food-101\images\macaroni_and_cheese\3005288.jpg,macaroni_and_cheese,61
data\raw\food-101\images\prime_rib\174090.jpg,prime_rib,78
data\raw\food-101\images\oysters\1023832.jpg,oysters,68
data\raw\food-101\images\bibimbap\3558950.jpg,bibimbap,7
data\raw\food-101\images\foie_gras\21278.jpg,foie_gras,38
data\raw\food-101\images\chicken_curry\269964.jpg,chicken_curry,17
data\raw\food-101\images\lobster_roll_sandwich\1358168.jpg,lobster_roll_sandwich,60
data\raw\food-101\images\spring_rolls\754171.jpg,spring_rolls,91
data\raw\food-101\images\ice_cream\1114199.jpg,ice_cream,57
data\raw\food-101\images\seaweed_salad\747893.jpg,seaweed_salad,87
